Tahun Registrasi,Provinsi,Kota/Kabupaten,Tipe Kendaraan,Brand,Model,Estimasi Harga (Rp),Jarak Tempuh (km),Penerima Subsidi
2024,Jawa Barat,Bogor,Mobil Listrik (R4),MG,MG 4 EV,950000000,385,Tidak
2022,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,31000000,129,Ya
2024,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,BinguoEV,244000000,223,Ya
2023,Jawa Barat,Bekasi,Mobil Listrik (R4),MG,MG ZS EV,933000000,387,Tidak
2024,Banten,Lainnya,Motor Listrik (R2),Polytron,Fox R,43000000,129,Ya
2022,Jawa Barat,Bogor,Motor Listrik (R2),Gesits,G1,41000000,98,Ya
2024,Jawa Barat,Depok,Motor Listrik (R2),Selis,E-Max,38000000,67,Ya
2025,Jawa Timur,Sidoarjo,Mobil Listrik (R4),Wuling,BinguoEV,350000000,329,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Polytron,Fox R,39000000,75,Tidak
2023,Banten,Tangerang,Motor Listrik (R2),Gesits,G1,29000000,103,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,26000000,98,Ya
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Gesits,G1,37000000,108,Ya
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Yadea,T9,18000000,101,Ya
2025,Jawa Barat,Bogor,Motor Listrik (R2),Selis,E-Max,41000000,106,Ya
2023,Jawa Timur,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 5,775000000,458,Ya
2025,Jawa Barat,Bekasi,Motor Listrik (R2),Polytron,Fox R,16000000,114,Ya
2024,Jawa Barat,Depok,Motor Listrik (R2),Alva,One,29000000,69,Ya
2025,Jawa Barat,Lainnya,Mobil Listrik (R4),BYD,M6,701000000,543,Tidak
2024,Banten,Lainnya,Motor Listrik (R2),Honda,EM1 e:,42000000,93,Tidak
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Alva,Cervo,29000000,122,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,19000000,124,Ya
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Alva,Cervo,19000000,125,Ya
2023,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Hyundai,Ioniq 5,1055000000,404,Ya
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Alva,One,38000000,80,Ya
2022,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),BYD,Dolphin,460000000,554,Tidak
2025,Banten,Tangerang,Motor Listrik (R2),Polytron,Fox R,26000000,97,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Selis,E-Max,18000000,107,Ya
2024,Jawa Timur,Surabaya,Motor Listrik (R2),Gesits,Raya,24000000,122,Ya
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Honda,EM1 e:,19000000,113,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,Raya,21000000,83,Ya
2025,Jawa Barat,Bandung,Mobil Listrik (R4),Hyundai,Kona Electric,950000000,350,Ya
2024,Jawa Barat,Bogor,Mobil Listrik (R4),Toyota,bZ4X,469000000,311,Tidak
2022,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Hyundai,Ioniq 6,993000000,429,Tidak
2024,Jawa Barat,Bogor,Motor Listrik (R2),Alva,Cervo,40000000,108,Tidak
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Honda,EM1 e:,39000000,77,Tidak
2022,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,39000000,117,Ya
2025,Banten,Tangerang,Motor Listrik (R2),Yadea,E8s Pro,19000000,101,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Honda,EM1 e:,27000000,89,Ya
2025,Jawa Timur,Sidoarjo,Motor Listrik (R2),Gesits,G1,45000000,116,Ya
2021,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Yadea,T9,42000000,81,Tidak
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,32000000,75,Ya
2023,Jawa Barat,Lainnya,Motor Listrik (R2),Yadea,T9,21000000,129,Ya
2025,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Hyundai,Ioniq 5,1190000000,495,Ya
2025,Jawa Barat,Lainnya,Mobil Listrik (R4),Wuling,Air EV,382000000,321,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox R,36000000,128,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,401,23000000,86,Ya
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Volta,Virgo,41000000,116,Tidak
2022,Banten,Tangerang Selatan,Mobil Listrik (R4),Wuling,Cloud EV,345000000,282,Tidak
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Selis,E-Max,30000000,62,Ya
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Alva,One,28000000,63,Ya
2024,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Wuling,BinguoEV,287000000,265,Ya
2024,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,Air EV,215000000,338,Ya
2024,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Wuling,BinguoEV,226000000,246,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,19000000,99,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Alva,One,16000000,101,Ya
2024,Banten,Tangerang,Motor Listrik (R2),Polytron,Fox R,24000000,109,Ya
2023,Jawa Barat,Depok,Motor Listrik (R2),Gesits,G1,28000000,101,Ya
2024,Jawa Barat,Bekasi,Mobil Listrik (R4),Wuling,BinguoEV,220000000,213,Ya
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Volta,Virgo,33000000,90,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,45000000,74,Ya
2021,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,G1,25000000,119,Ya
2025,Jawa Barat,Bandung,Motor Listrik (R2),Selis,Agats,17000000,121,Ya
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Alva,One,44000000,62,Ya
2023,Jawa Barat,Depok,Motor Listrik (R2),Selis,E-Max,22000000,76,Ya
2024,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Wuling,Cloud EV,294000000,314,Ya
2023,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Honda,EM1 e:,40000000,78,Ya
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Selis,E-Max,40000000,91,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,16000000,60,Ya
2021,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,45000000,97,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Polytron,Fox R,44000000,121,Ya
2025,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,41000000,108,Ya
2023,Jawa Barat,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 6,1131000000,404,Ya
2025,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,16000000,80,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Yadea,T9,24000000,71,Ya
2024,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,Cloud EV,221000000,235,Ya
2024,Banten,Tangerang,Mobil Listrik (R4),Hyundai,Ioniq 6,1149000000,460,Ya
2025,Jawa Barat,Depok,Motor Listrik (R2),Selis,Agats,43000000,103,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,23000000,91,Ya
2025,Jawa Barat,Bogor,Motor Listrik (R2),Yadea,E8s Pro,25000000,86,Ya
2021,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),BYD,Dolphin,408000000,577,Tidak
2023,Jawa Barat,Bandung,Motor Listrik (R2),Yadea,T9,34000000,120,Ya
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Polytron,Fox R,28000000,122,Ya
2022,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Selis,E-Max,40000000,69,Ya
2023,Sulawesi Selatan,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox S,36000000,75,Ya
2023,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,BinguoEV,398000000,296,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,Raya,20000000,61,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Polytron,Fox S,26000000,84,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Polytron,Fox R,38000000,62,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,21000000,71,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,40000000,88,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Alva,Cervo,16000000,95,Ya
2025,Jawa Barat,Bogor,Motor Listrik (R2),Yadea,T9,15000000,85,Ya
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Polytron,Fox S,33000000,124,Ya
2025,Jawa Barat,Bandung,Motor Listrik (R2),Volta,Virgo,21000000,82,Ya
2023,Jawa Timur,Malang,Motor Listrik (R2),Selis,E-Max,38000000,68,Tidak
2022,Jawa Timur,Sidoarjo,Motor Listrik (R2),Gesits,G1,43000000,126,Ya
2025,Jawa Barat,Lainnya,Motor Listrik (R2),Volta,Virgo,15000000,128,Ya
2021,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Gesits,Raya,15000000,114,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Honda,EM1 e:,28000000,112,Ya
2024,Banten,Tangerang Selatan,Mobil Listrik (R4),Wuling,Air EV,364000000,332,Ya
2022,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,31000000,65,Tidak
2025,Jawa Timur,Lainnya,Motor Listrik (R2),Yadea,T9,16000000,95,Ya
2025,Jawa Timur,Lainnya,Motor Listrik (R2),Selis,Agats,25000000,60,Ya
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Volta,Mandala,17000000,63,Ya
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Yadea,E8s Pro,45000000,69,Ya
2023,Banten,Tangerang Selatan,Mobil Listrik (R4),Wuling,Air EV,232000000,284,Ya
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Polytron,Fox R,15000000,121,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,33000000,102,Tidak
2022,Banten,Tangerang Selatan,Motor Listrik (R2),Honda,EM1 e:,22000000,73,Ya
2025,Jawa Barat,Depok,Motor Listrik (R2),Volta,Mandala,41000000,66,Tidak
2023,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Wuling,Cloud EV,393000000,260,Ya
2022,Jawa Barat,Bogor,Motor Listrik (R2),Honda,EM1 e:,39000000,72,Ya
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Selis,E-Max,17000000,67,Ya
2025,DI Yogyakarta,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,43000000,68,Ya
2025,Jawa Barat,Bandung,Motor Listrik (R2),Honda,EM1 e:,16000000,116,Ya
2025,Jawa Timur,Lainnya,Mobil Listrik (R4),BYD,Dolphin,712000000,560,Tidak
2023,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Wuling,Air EV,216000000,373,Ya
2024,Jawa Timur,Lainnya,Mobil Listrik (R4),Hyundai,Kona Electric,726000000,425,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,34000000,112,Ya
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Volta,Virgo,40000000,61,Ya
2023,Jawa Barat,Lainnya,Mobil Listrik (R4),Wuling,BinguoEV,308000000,309,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Selis,E-Max,25000000,63,Ya
2025,Jawa Barat,Bandung,Motor Listrik (R2),Selis,Agats,33000000,84,Tidak
2023,Banten,Lainnya,Motor Listrik (R2),Polytron,Fox R,34000000,68,Tidak
2024,Banten,Lainnya,Motor Listrik (R2),Honda,EM1 e:,43000000,76,Ya
2025,Jawa Barat,Bogor,Motor Listrik (R2),Selis,Agats,26000000,113,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,20000000,91,Ya
2025,Jawa Timur,Sidoarjo,Motor Listrik (R2),Volta,401,16000000,76,Ya
2023,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,Cloud EV,301000000,331,Ya
2024,Jawa Timur,Sidoarjo,Motor Listrik (R2),Gesits,G1,19000000,120,Ya
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Selis,Agats,24000000,107,Ya
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Selis,E-Max,16000000,90,Ya
2025,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Toyota,bZ4X,832000000,388,Tidak
2023,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Hyundai,Ioniq 5,1027000000,401,Ya
2022,Banten,Lainnya,Motor Listrik (R2),Gesits,G1,36000000,120,Tidak
2022,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Yadea,E8s Pro,34000000,102,Tidak
2024,Jawa Timur,Lainnya,Motor Listrik (R2),Selis,Agats,34000000,98,Ya
2023,Jawa Barat,Bandung,Motor Listrik (R2),Gesits,G1,18000000,118,Ya
2024,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,BinguoEV,246000000,200,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Yadea,T9,29000000,87,Ya
2023,Jawa Barat,Bekasi,Motor Listrik (R2),Alva,Cervo,40000000,108,Ya
2024,Jawa Timur,Sidoarjo,Mobil Listrik (R4),Chery,Omoda E5,588000000,301,Tidak
2023,Banten,Lainnya,Motor Listrik (R2),Polytron,Fox R,26000000,63,Ya
2023,Jawa Barat,Bekasi,Motor Listrik (R2),Polytron,Fox R,24000000,116,Ya
2022,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Yadea,E8s Pro,16000000,63,Ya
2024,Banten,Tangerang,Mobil Listrik (R4),BYD,Atto 3,545000000,444,Tidak
2022,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Ioniq 6,1068000000,394,Tidak
2024,Sulawesi Selatan,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,G1,20000000,85,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Polytron,Fox R,41000000,93,Ya
2024,Jawa Timur,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 5,1125000000,385,Ya
2021,Jawa Timur,Sidoarjo,Motor Listrik (R2),Yadea,T9,25000000,86,Ya
2023,Jawa Barat,Depok,Mobil Listrik (R4),BYD,M6,522000000,494,Tidak
2024,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),BYD,Atto 3,669000000,559,Tidak
2024,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,Cloud EV,206000000,230,Ya
2023,Jawa Barat,Bogor,Motor Listrik (R2),Volta,401,21000000,128,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Yadea,E8s Pro,25000000,114,Ya
2023,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Polytron,Fox R,42000000,128,Tidak
2025,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Hyundai,Ioniq 5,867000000,413,Ya
2025,Jawa Barat,Bekasi,Mobil Listrik (R4),Wuling,Cloud EV,393000000,271,Ya
2023,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,21000000,70,Ya
2023,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Hyundai,Ioniq 6,1104000000,366,Ya
2023,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,39000000,125,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Gesits,Raya,31000000,119,Ya
2025,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),BYD,Dolphin,591000000,534,Tidak
2023,Banten,Lainnya,Motor Listrik (R2),Yadea,E8s Pro,30000000,94,Ya
2025,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,21000000,88,Ya
2024,Jawa Barat,Bogor,Motor Listrik (R2),Volta,Mandala,42000000,90,Ya
2022,Banten,Lainnya,Motor Listrik (R2),Volta,Mandala,28000000,108,Ya
2023,Jawa Timur,Sidoarjo,Mobil Listrik (R4),Hyundai,Ioniq 5,1178000000,445,Ya
2023,Banten,Tangerang Selatan,Motor Listrik (R2),Selis,E-Max,19000000,70,Ya
2023,Jawa Timur,Lainnya,Motor Listrik (R2),Alva,Cervo,22000000,65,Ya
2022,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Selis,Agats,28000000,117,Ya
2022,Lainnya,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,26000000,123,Ya
2022,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Hyundai,Ioniq 6,839000000,447,Tidak
2023,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,Mandala,22000000,93,Ya
2023,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Yadea,T9,26000000,70,Ya
2023,Banten,Tangerang,Motor Listrik (R2),Honda,EM1 e:,40000000,95,Ya
2022,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Polytron,Fox R,17000000,106,Ya
2025,Jawa Barat,Depok,Motor Listrik (R2),Selis,E-Max,25000000,85,Ya
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Gesits,Raya,38000000,95,Ya
2023,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,Cloud EV,344000000,235,Ya
2024,Jawa Barat,Depok,Motor Listrik (R2),Gesits,G1,39000000,98,Ya
2023,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Chery,Omoda E5,813000000,403,Tidak
2023,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,Cloud EV,193000000,320,Ya
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Honda,EM1 e:,42000000,110,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Volta,Virgo,38000000,86,Tidak
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Volta,Virgo,33000000,130,Tidak
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Yadea,E8s Pro,25000000,70,Ya
2024,Banten,Tangerang,Motor Listrik (R2),Honda,EM1 e:,28000000,113,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Alva,Cervo,42000000,63,Ya
2024,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),MG,MG 4 EV,991000000,332,Tidak
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Gesits,G1,30000000,105,Ya
2025,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Hyundai,Ioniq 5,914000000,458,Ya
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Honda,EM1 e:,25000000,62,Ya
2025,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Wuling,Air EV,225000000,239,Ya
2024,Jawa Barat,Bogor,Motor Listrik (R2),Selis,Agats,27000000,86,Ya
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Polytron,Fox S,21000000,120,Ya
2022,Jawa Barat,Bandung,Motor Listrik (R2),Gesits,Raya,35000000,98,Tidak
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Volta,401,36000000,130,Ya
2023,Sulawesi Selatan,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Air EV,366000000,354,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,20000000,85,Ya
2021,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Polytron,Fox S,24000000,86,Ya
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Gesits,G1,29000000,67,Ya
2023,Jawa Timur,Sidoarjo,Mobil Listrik (R4),Hyundai,Kona Electric,705000000,393,Ya
2024,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),BYD,M6,600000000,440,Tidak
2023,Banten,Lainnya,Motor Listrik (R2),Volta,Virgo,28000000,121,Ya
2021,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Polytron,Fox S,45000000,86,Ya
2024,Jawa Barat,Bogor,Motor Listrik (R2),Honda,EM1 e:,24000000,115,Ya
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Volta,Virgo,33000000,99,Ya
2023,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Chery,Omoda E5,914000000,417,Tidak
2024,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,BinguoEV,241000000,201,Ya
2024,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,BinguoEV,206000000,302,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,31000000,102,Tidak
2024,Jawa Timur,Surabaya,Motor Listrik (R2),Selis,Agats,29000000,119,Ya
2025,Jawa Barat,Bogor,Mobil Listrik (R4),Hyundai,Kona Electric,746000000,423,Ya
2024,Jawa Timur,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 6,1058000000,426,Ya
2023,Jawa Barat,Bekasi,Mobil Listrik (R4),BYD,Atto 3,612000000,463,Tidak
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Selis,Agats,29000000,109,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,27000000,65,Ya
2025,Jawa Barat,Depok,Motor Listrik (R2),Volta,401,23000000,128,Ya
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Yadea,T9,37000000,87,Ya
2023,Jawa Timur,Surabaya,Motor Listrik (R2),Alva,One,26000000,69,Ya
2023,Jawa Barat,Bekasi,Motor Listrik (R2),Selis,Agats,28000000,117,Ya
2025,Jawa Barat,Bandung,Mobil Listrik (R4),Hyundai,Ioniq 6,806000000,479,Ya
2022,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Alva,One,17000000,119,Ya
2023,Jawa Timur,Lainnya,Motor Listrik (R2),Gesits,Raya,42000000,84,Ya
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Polytron,Fox R,23000000,74,Ya
2024,Jawa Barat,Bandung,Motor Listrik (R2),Gesits,Raya,30000000,119,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Polytron,Fox R,37000000,116,Tidak
2023,Jawa Barat,Bekasi,Motor Listrik (R2),Alva,Cervo,41000000,80,Ya
2022,Sumatera Utara,Kota/Kabupaten Lain,Mobil Listrik (R4),BYD,Seal,710000000,425,Tidak
2024,Jawa Barat,Bogor,Motor Listrik (R2),Volta,Mandala,18000000,128,Ya
2025,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,401,36000000,61,Tidak
2024,Jawa Barat,Depok,Motor Listrik (R2),Yadea,E8s Pro,19000000,116,Ya
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Volta,401,37000000,64,Ya
2023,Jawa Barat,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 5,926000000,362,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Yadea,T9,27000000,99,Ya
2025,Jawa Barat,Bandung,Mobil Listrik (R4),Wuling,Air EV,343000000,201,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,39000000,85,Ya
2022,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Gesits,G1,21000000,71,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Alva,One,15000000,103,Ya
2023,Jawa Barat,Bekasi,Motor Listrik (R2),Yadea,T9,22000000,72,Ya
2025,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,16000000,113,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Selis,E-Max,41000000,101,Ya
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Selis,E-Max,34000000,86,Ya
2023,Banten,Tangerang,Motor Listrik (R2),Alva,Cervo,18000000,89,Ya
2025,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),BYD,Seal,582000000,482,Tidak
2022,Banten,Tangerang,Motor Listrik (R2),Polytron,Fox S,35000000,100,Tidak
2022,Banten,Tangerang,Motor Listrik (R2),Alva,One,29000000,88,Ya
2025,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),MG,MG ZS EV,777000000,311,Tidak
2023,Jawa Timur,Lainnya,Bus/Komersil (EV),VKTR,MD12,3617000000,248,Tidak
2023,Jawa Barat,Lainnya,Motor Listrik (R2),Polytron,Fox R,23000000,72,Ya
2023,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Gesits,Raya,36000000,77,Ya
2024,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),BYD,Atto 3,725000000,594,Tidak
2022,Banten,Tangerang,Motor Listrik (R2),Honda,EM1 e:,17000000,102,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Selis,Agats,27000000,125,Ya
2025,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),BYD,Seal,519000000,405,Tidak
2022,Jawa Barat,Bogor,Motor Listrik (R2),Selis,E-Max,24000000,90,Ya
2023,Jawa Timur,Surabaya,Motor Listrik (R2),Honda,EM1 e:,34000000,70,Ya
2025,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Toyota,bZ4X,783000000,427,Tidak
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Volta,401,27000000,86,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Volta,Virgo,34000000,116,Tidak
2023,Jawa Timur,Lainnya,Motor Listrik (R2),Volta,Mandala,25000000,65,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,39000000,63,Ya
2024,Banten,Tangerang Selatan,Mobil Listrik (R4),Wuling,Air EV,377000000,284,Ya
2023,Sumatera Utara,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Ioniq 5,805000000,488,Ya
2025,Jawa Barat,Lainnya,Motor Listrik (R2),Polytron,Fox R,40000000,88,Ya
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Honda,EM1 e:,31000000,101,Ya
2025,Banten,Tangerang,Motor Listrik (R2),Alva,One,17000000,122,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Volta,401,35000000,78,Tidak
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Volta,401,20000000,130,Ya
2025,Jawa Barat,Bogor,Mobil Listrik (R4),Hyundai,Ioniq 5,959000000,370,Ya
2024,Jawa Timur,Malang,Motor Listrik (R2),Yadea,E8s Pro,24000000,81,Ya
2023,Jawa Barat,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 5,917000000,395,Ya
